reindeer_id,reindeer_name,timestamp,heart_rate,altitude_feet,speed_mph,body_temperature,hoof_pressure_fl,hoof_pressure_fr,hoof_pressure_rl,hoof_pressure_rr,energy_efficiency,formation_position,cargo_weight_lbs,wind_speed_mph,visibility,aurora_interference,nose_luminosity,flight_status,training_type
DASHER-001,Dasher,2025-10-27 15:56:30.978487,142,3624.6,115.4,98.6,127,123,123,113,0.843,1,3229,2,0.82,0.06,0.0,FLYING,weather
DASHER-001,Dasher,2025-10-27 16:01:30.978487,64,0.0,0.0,98.5,116,118,126,120,0.82,1,0,16,0.92,0.8,0.0,RESTING,speed
VIXEN-001,Vixen,2025-10-27 16:04:30.978487,61,0.0,0.0,100.8,128,113,125,128,0.773,4,0,34,0.57,0.06,0.0,RESTING,formation
DANCER-001,Dancer,2025-10-27 16:05:30.978487,146,1464.0,112.6,100.3,119,110,114,119,0.958,2,3740,0,0.41,0.75,0.0,FLYING,weather
COMET-001,Comet,2025-10-27 16:06:30.978487,64,0.0,0.0,101.4,124,130,119,120,0.781,5,0,31,0.95,0.06,0.0,RESTING,weather
DONNER-001,Donner,2025-10-27 16:08:30.978487,158,3040.3,89.5,101.4,116,129,112,117,0.877,7,4948,5,0.33,0.51,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 16:13:30.978487,158,2515.8,106.9,98.7,130,114,113,121,0.815,2,1196,4,0.8,0.07,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 16:15:30.978487,79,0.0,0.0,100.7,115,122,112,123,0.876,6,0,22,0.54,0.8,0.0,RESTING,speed
COMET-001,Comet,2025-10-27 16:19:30.978487,158,1008.1,98.0,99.9,112,124,128,127,0.887,5,3513,17,0.66,0.73,0.0,FLYING,navigation
DONNER-001,Donner,2025-10-27 16:23:30.978487,178,3026.7,118.9,98.9,111,110,121,113,0.886,7,3575,44,0.81,0.35,0.0,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 16:27:30.978487,149,4113.2,77.8,101.4,115,124,130,112,0.855,4,2596,25,0.39,0.52,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 16:30:30.978487,87,0.0,0.0,98.0,110,111,112,119,0.948,1,0,41,0.94,0.09,0.0,RESTING,speed
DONNER-001,Donner,2025-10-27 16:31:30.978487,151,4822.9,85.3,99.0,126,124,113,110,0.751,7,3613,26,0.59,0.48,0.0,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 16:32:30.978487,64,0.0,0.0,98.0,123,115,116,126,0.916,8,0,7,0.55,0.63,0.0,RESTING,speed
VIXEN-001,Vixen,2025-10-27 16:34:30.978487,64,0.0,0.0,98.7,127,114,119,110,0.873,4,0,30,0.53,0.12,0.0,RESTING,speed
COMET-001,Comet,2025-10-27 16:37:30.978487,68,0.0,0.0,98.4,127,118,124,129,0.935,5,0,14,0.56,0.63,0.0,RESTING,endurance
CUPID-001,Cupid,2025-10-27 16:39:30.978487,160,4304.2,116.7,98.8,124,114,115,130,0.872,6,1537,0,0.85,0.35,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 16:42:30.978487,173,1163.7,105.6,99.0,114,127,110,112,0.755,8,2229,6,0.74,0.73,0.0,FLYING,navigation
COMET-001,Comet,2025-10-27 16:44:30.978487,70,0.0,0.0,101.5,114,126,113,130,0.81,5,0,30,0.69,0.64,0.0,RESTING,navigation
RUDOLPH-001,Rudolph,2025-10-27 16:46:30.978487,76,0.0,0.0,100.7,129,117,110,122,0.801,9,0,22,0.65,0.73,81.7,RESTING,endurance
BLITZEN-001,Blitzen,2025-10-27 16:48:30.978487,146,4092.4,100.1,98.9,129,124,118,117,0.939,8,2648,38,0.7,0.26,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 16:53:30.978487,177,4659.9,107.1,100.3,110,127,118,115,0.882,6,4016,0,0.88,0.48,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 16:58:30.978487,178,2437.1,69.2,101.2,123,110,122,112,0.917,1,2591,21,0.59,0.19,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 17:01:30.978487,149,1172.9,83.9,99.8,112,117,123,127,0.766,6,3407,35,0.34,0.29,0.0,FLYING,endurance
COMET-001,Comet,2025-10-27 17:06:30.978487,83,0.0,0.0,99.6,129,115,130,129,0.945,5,0,18,0.49,0.37,0.0,RESTING,formation
CUPID-001,Cupid,2025-10-27 17:08:30.978487,151,4246.4,91.9,99.0,114,118,115,116,0.819,6,1019,49,0.32,0.06,0.0,FLYING,speed
DANCER-001,Dancer,2025-10-27 17:11:30.978487,165,2368.0,116.5,100.4,120,127,120,120,0.855,2,4464,37,0.95,0.31,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 17:16:30.978487,68,0.0,0.0,98.7,124,111,117,116,0.801,7,0,9,0.73,0.27,0.0,RESTING,weather
CUPID-001,Cupid,2025-10-27 17:19:30.978487,67,0.0,0.0,101.4,120,130,127,114,0.871,6,0,14,0.33,0.02,0.0,RESTING,speed
DONNER-001,Donner,2025-10-27 17:24:30.978487,178,4619.3,101.4,98.4,115,113,125,119,0.969,7,3458,8,0.88,0.02,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 17:28:30.978487,162,4076.4,114.3,100.7,128,115,122,122,0.889,8,2944,0,0.58,0.79,0.0,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 17:29:30.978487,67,0.0,0.0,100.3,126,111,119,127,0.929,4,0,22,0.31,0.12,0.0,RESTING,formation
DASHER-001,Dasher,2025-10-27 17:30:30.978487,67,0.0,0.0,100.6,116,121,129,117,0.863,1,0,31,0.36,0.05,0.0,RESTING,endurance
PRANCER-001,Prancer,2025-10-27 17:31:30.978487,164,3592.1,85.8,98.6,120,122,118,125,0.765,3,4030,23,0.55,0.48,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 17:35:30.978487,69,0.0,0.0,101.2,121,116,114,117,0.769,3,0,24,0.76,0.37,0.0,RESTING,weather
COMET-001,Comet,2025-10-27 17:36:30.978487,155,2158.5,104.0,99.8,113,129,119,121,0.795,5,3516,44,0.94,0.74,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 17:40:30.978487,162,3846.0,80.4,98.7,125,130,123,112,0.779,7,4210,36,0.41,0.07,0.0,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 17:44:30.978487,85,0.0,0.0,100.9,111,114,114,117,0.766,9,0,7,0.57,0.5,93.2,RESTING,formation
DONNER-001,Donner,2025-10-27 17:45:30.978487,161,2911.3,85.7,99.0,114,116,125,113,0.874,7,3399,9,0.35,0.11,0.0,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 17:48:30.978487,149,1882.7,89.9,100.4,116,110,111,110,0.966,9,2002,29,0.88,0.62,81.7,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 17:53:30.978487,144,3787.6,112.4,98.8,118,123,121,129,0.902,9,3057,24,0.57,0.17,94.1,FLYING,formation
COMET-001,Comet,2025-10-27 17:58:30.978487,81,0.0,0.0,100.2,125,123,120,128,0.766,5,0,21,0.93,0.74,0.0,RESTING,speed
DANCER-001,Dancer,2025-10-27 17:59:30.978487,68,0.0,0.0,100.7,110,122,121,115,0.911,2,0,25,0.5,0.34,0.0,RESTING,speed
DANCER-001,Dancer,2025-10-27 18:02:30.978487,160,2951.4,119.6,101.8,117,117,125,121,0.905,2,2286,48,0.57,0.38,0.0,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 18:05:30.978487,176,2174.0,85.6,99.2,121,113,110,119,0.844,9,1565,20,0.3,0.33,83.3,FLYING,speed
DONNER-001,Donner,2025-10-27 18:10:30.978487,147,3135.3,80.0,98.6,111,123,114,124,0.951,7,3912,31,0.43,0.76,0.0,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 18:11:30.978487,157,1862.0,101.1,101.5,112,114,128,113,0.819,8,4558,50,0.76,0.72,0.0,FLYING,speed
VIXEN-001,Vixen,2025-10-27 18:13:30.978487,75,0.0,0.0,99.8,110,119,121,125,0.916,4,0,29,0.9,0.11,0.0,RESTING,endurance
COMET-001,Comet,2025-10-27 18:18:30.978487,154,1207.8,61.5,100.6,126,114,112,119,0.854,5,3787,9,0.84,0.15,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 18:19:30.978487,165,3871.1,83.7,101.1,124,110,122,116,0.844,5,1899,42,0.4,0.69,0.0,FLYING,weather
VIXEN-001,Vixen,2025-10-27 18:23:30.978487,62,0.0,0.0,102.0,114,110,111,126,0.817,4,0,17,0.39,0.65,0.0,RESTING,weather
VIXEN-001,Vixen,2025-10-27 18:25:30.978487,176,1850.1,110.9,99.5,126,115,127,129,0.843,4,3964,47,0.75,0.56,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 18:26:30.978487,167,2012.8,115.0,101.5,129,114,110,127,0.977,6,4756,26,0.5,0.57,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 18:27:30.978487,79,0.0,0.0,99.5,112,128,116,121,0.761,4,0,41,0.98,0.7,0.0,RESTING,endurance
CUPID-001,Cupid,2025-10-27 18:28:30.978487,63,0.0,0.0,99.9,126,130,111,127,0.952,6,0,13,0.97,0.59,0.0,RESTING,weather
COMET-001,Comet,2025-10-27 18:29:30.978487,62,0.0,0.0,98.2,111,118,117,112,0.83,5,0,24,0.93,0.27,0.0,RESTING,speed
VIXEN-001,Vixen,2025-10-27 18:32:30.978487,153,3618.1,76.5,99.9,124,120,121,126,0.761,4,1172,39,0.75,0.08,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 18:37:30.978487,168,2789.5,89.2,100.2,111,112,129,111,0.786,6,2894,50,0.94,0.08,0.0,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 18:42:30.978487,146,1816.8,102.1,99.5,122,123,126,123,0.776,9,3329,36,0.63,0.67,88.7,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 18:45:30.978487,73,0.0,0.0,98.3,111,120,110,120,0.973,9,0,34,0.45,0.15,84.0,RESTING,navigation
DANCER-001,Dancer,2025-10-27 18:50:30.978487,149,2687.9,86.4,100.2,117,121,117,117,0.883,2,3430,49,0.83,0.13,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 18:54:30.978487,170,1377.1,114.3,99.3,111,112,120,127,0.937,7,4805,27,0.6,0.39,0.0,FLYING,speed
VIXEN-001,Vixen,2025-10-27 18:55:30.978487,85,0.0,0.0,100.1,116,115,124,115,0.86,4,0,24,0.6,0.45,0.0,RESTING,speed
CUPID-001,Cupid,2025-10-27 18:58:30.978487,71,0.0,0.0,101.2,111,115,120,114,0.951,6,0,23,0.96,0.34,0.0,RESTING,speed
RUDOLPH-001,Rudolph,2025-10-27 18:59:30.978487,176,1761.8,114.9,101.7,114,110,130,124,0.926,9,1916,35,0.91,0.68,90.7,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 19:03:30.978487,147,3987.6,105.3,101.5,126,119,114,120,0.78,8,4000,30,0.76,0.74,0.0,FLYING,speed
DASHER-001,Dasher,2025-10-27 19:04:30.978487,89,0.0,0.0,98.3,112,111,114,118,0.782,1,0,18,0.77,0.39,0.0,RESTING,endurance
BLITZEN-001,Blitzen,2025-10-27 19:07:30.978487,170,3767.0,86.8,98.4,129,123,113,128,0.884,8,2944,6,0.56,0.57,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 19:10:30.978487,178,2821.0,77.8,100.4,122,126,117,116,0.816,7,2089,1,0.31,0.57,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 19:12:30.978487,163,4945.7,82.8,98.8,124,129,116,115,0.779,5,1361,37,0.35,0.21,0.0,FLYING,weather
BLITZEN-001,Blitzen,2025-10-27 19:13:30.978487,82,0.0,0.0,99.1,117,123,111,113,0.827,8,0,50,0.75,0.09,0.0,RESTING,navigation
DANCER-001,Dancer,2025-10-27 19:14:30.978487,72,0.0,0.0,100.8,114,123,110,110,0.866,2,0,8,0.58,0.45,0.0,RESTING,speed
BLITZEN-001,Blitzen,2025-10-27 19:17:30.978487,153,3391.5,111.8,98.9,119,126,126,116,0.832,8,4663,5,0.72,0.09,0.0,FLYING,weather
BLITZEN-001,Blitzen,2025-10-27 19:21:30.978487,172,4272.8,83.1,101.7,130,122,119,117,0.937,8,1093,13,0.36,0.8,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 19:23:30.978487,159,1585.0,91.1,99.6,120,118,128,115,0.977,7,3040,42,0.39,0.0,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 19:25:30.978487,164,3656.3,65.2,101.2,120,112,128,110,0.879,1,2384,17,0.45,0.11,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 19:29:30.978487,152,4516.4,101.8,102.0,120,123,130,116,0.838,4,3919,48,0.88,0.16,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 19:30:30.978487,61,0.0,0.0,100.4,126,129,128,117,0.765,1,0,28,0.66,0.58,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-27 19:35:30.978487,80,0.0,0.0,101.9,117,120,118,112,0.827,1,0,38,0.83,0.5,0.0,RESTING,endurance
VIXEN-001,Vixen,2025-10-27 19:40:30.978487,68,0.0,0.0,100.8,130,124,123,123,0.77,4,0,49,0.59,0.14,0.0,RESTING,endurance
DANCER-001,Dancer,2025-10-27 19:45:30.978487,64,0.0,0.0,100.7,123,126,112,121,0.946,2,0,48,0.7,0.62,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-27 19:49:30.978487,145,4645.4,73.2,98.1,121,127,116,117,0.752,1,3510,27,0.65,0.16,0.0,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 19:54:30.978487,77,0.0,0.0,100.3,113,119,114,123,0.889,9,0,30,1.0,0.59,82.8,RESTING,navigation
DANCER-001,Dancer,2025-10-27 19:55:30.978487,146,2943.3,88.7,100.0,125,122,114,126,0.875,2,4924,13,0.59,0.19,0.0,FLYING,weather
CUPID-001,Cupid,2025-10-27 20:00:30.978487,83,0.0,0.0,100.6,130,115,124,122,0.79,6,0,10,0.43,0.35,0.0,RESTING,formation
RUDOLPH-001,Rudolph,2025-10-27 20:05:30.978487,66,0.0,0.0,99.8,122,112,122,120,0.789,9,0,35,0.94,0.48,94.0,RESTING,weather
DASHER-001,Dasher,2025-10-27 20:10:30.978487,160,3323.1,74.5,100.3,113,114,120,120,0.893,1,2967,29,0.41,0.26,0.0,FLYING,weather
DONNER-001,Donner,2025-10-27 20:14:30.978487,77,0.0,0.0,101.4,127,121,127,110,0.823,7,0,4,0.94,0.75,0.0,RESTING,navigation
BLITZEN-001,Blitzen,2025-10-27 20:15:30.978487,90,0.0,0.0,101.1,120,125,127,128,0.793,8,0,4,0.97,0.11,0.0,RESTING,navigation
CUPID-001,Cupid,2025-10-27 20:19:30.978487,147,3137.5,86.5,101.4,119,126,123,111,0.763,6,3668,23,0.84,0.0,0.0,FLYING,weather
COMET-001,Comet,2025-10-27 20:21:30.978487,82,0.0,0.0,100.6,126,124,127,125,0.83,5,0,29,0.99,0.5,0.0,RESTING,endurance
VIXEN-001,Vixen,2025-10-27 20:23:30.978487,63,0.0,0.0,100.9,114,120,130,110,0.765,4,0,32,0.57,0.5,0.0,RESTING,formation
PRANCER-001,Prancer,2025-10-27 20:26:30.978487,178,4876.2,84.1,99.4,115,115,117,116,0.844,3,1863,7,0.74,0.01,0.0,FLYING,speed
DASHER-001,Dasher,2025-10-27 20:27:30.978487,148,2993.9,71.7,101.2,115,122,130,123,0.782,1,3874,36,0.62,0.19,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 20:28:30.978487,157,4127.6,65.5,99.2,129,121,123,125,0.809,6,3950,24,0.68,0.39,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 20:31:30.978487,71,0.0,0.0,98.9,120,112,118,122,0.901,5,0,35,0.98,0.53,0.0,RESTING,formation
RUDOLPH-001,Rudolph,2025-10-27 20:34:30.978487,68,0.0,0.0,100.0,119,127,117,121,0.901,9,0,27,0.74,0.68,95.0,RESTING,formation
DONNER-001,Donner,2025-10-27 20:36:30.978487,155,4319.5,91.1,98.6,124,125,121,126,0.858,7,4785,32,0.93,0.23,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 20:40:30.978487,68,0.0,0.0,99.2,123,129,120,127,0.757,9,0,1,0.83,0.63,96.6,RESTING,navigation
CUPID-001,Cupid,2025-10-27 20:41:30.978487,157,1127.5,70.5,99.6,115,110,111,124,0.795,6,1705,48,0.72,0.16,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 20:45:30.978487,83,0.0,0.0,100.0,114,128,120,118,0.896,8,0,22,0.77,0.78,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 20:47:30.978487,162,1253.7,68.3,98.4,111,114,130,110,0.819,9,2406,1,0.76,0.77,91.2,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 20:50:30.978487,169,4538.9,68.4,100.4,117,117,125,129,0.947,4,4106,21,0.43,0.64,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 20:51:30.978487,71,0.0,0.0,100.3,118,115,122,121,0.792,3,0,29,0.87,0.12,0.0,RESTING,formation
PRANCER-001,Prancer,2025-10-27 20:55:30.978487,173,2375.8,101.5,99.5,117,126,116,127,0.914,3,2433,22,0.5,0.76,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 20:59:30.978487,177,4295.2,97.5,98.9,113,112,125,119,0.829,1,2464,20,0.83,0.18,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 21:00:30.978487,65,0.0,0.0,100.2,113,123,124,116,0.807,7,0,16,0.57,0.8,0.0,RESTING,speed
CUPID-001,Cupid,2025-10-27 21:01:30.978487,150,2498.2,85.4,101.0,118,113,115,123,0.757,6,2054,33,0.38,0.78,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 21:05:30.978487,79,0.0,0.0,101.7,123,128,117,112,0.889,3,0,27,0.47,0.63,0.0,RESTING,speed
CUPID-001,Cupid,2025-10-27 21:10:30.978487,143,2743.3,89.6,99.2,111,120,129,128,0.874,6,4758,8,0.94,0.56,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 21:14:30.978487,153,1399.8,70.4,99.1,117,126,127,126,0.97,4,2263,32,0.54,0.75,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 21:16:30.978487,79,0.0,0.0,101.3,122,119,121,111,0.948,1,0,9,0.69,0.63,0.0,RESTING,speed
VIXEN-001,Vixen,2025-10-27 21:17:30.978487,75,0.0,0.0,99.4,121,124,122,124,0.793,4,0,39,0.34,0.57,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-27 21:22:30.978487,145,3514.8,71.6,100.1,116,130,119,117,0.85,1,3519,23,0.46,0.64,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 21:24:30.978487,141,3712.8,66.4,99.6,128,113,124,129,0.779,8,4699,50,0.97,0.65,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 21:26:30.978487,179,4367.4,68.5,98.3,111,126,125,117,0.939,3,1637,10,0.37,0.44,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 21:31:30.978487,167,2770.6,100.8,101.1,113,110,121,114,0.88,2,3795,28,0.64,0.35,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 21:34:30.978487,160,1786.0,75.3,98.2,115,110,114,130,0.837,2,4305,33,0.47,0.4,0.0,FLYING,weather
VIXEN-001,Vixen,2025-10-27 21:35:30.978487,143,2238.7,80.8,98.7,120,126,122,124,0.925,4,1193,15,0.75,0.04,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 21:40:30.978487,81,0.0,0.0,100.8,121,119,130,112,0.873,4,0,46,0.4,0.63,0.0,RESTING,weather
DANCER-001,Dancer,2025-10-27 21:45:30.978487,88,0.0,0.0,99.0,127,114,124,115,0.766,2,0,48,0.52,0.19,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-27 21:49:30.978487,69,0.0,0.0,98.6,110,113,117,127,0.901,1,0,10,0.55,0.19,0.0,RESTING,endurance
VIXEN-001,Vixen,2025-10-27 21:54:30.978487,164,1307.2,105.1,100.1,130,123,117,123,0.943,4,1973,34,0.7,0.53,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 21:58:30.978487,172,3400.9,88.0,100.4,119,130,125,123,0.861,4,1189,2,0.32,0.1,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 21:59:30.978487,167,4653.3,87.4,99.0,127,121,110,130,0.904,1,4432,38,0.52,0.14,0.0,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 22:00:30.978487,145,4059.0,112.9,100.5,130,119,121,118,0.965,9,2721,38,0.63,0.49,91.7,FLYING,navigation
DONNER-001,Donner,2025-10-27 22:03:30.978487,171,3400.2,87.2,98.3,124,124,113,126,0.865,7,4072,9,0.89,0.19,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 22:07:30.978487,72,0.0,0.0,101.1,122,124,127,117,0.966,2,0,23,0.55,0.17,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 22:09:30.978487,142,3099.0,104.8,98.7,114,116,130,119,0.903,9,4937,4,0.51,0.63,96.5,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 22:11:30.978487,147,3910.1,60.1,98.3,124,123,113,119,0.79,8,3748,6,0.56,0.24,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 22:12:30.978487,166,3948.5,72.4,99.0,110,118,122,120,0.837,7,3315,24,0.72,0.72,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 22:14:30.978487,141,4117.6,73.9,99.1,117,125,129,130,0.802,7,3985,14,0.78,0.06,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 22:19:30.978487,178,1579.9,117.3,98.5,130,115,125,111,0.838,3,3450,14,0.5,0.03,0.0,FLYING,navigation
DONNER-001,Donner,2025-10-27 22:20:30.978487,145,3742.4,94.7,100.2,115,114,126,115,0.815,7,1508,33,0.43,0.07,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 22:24:30.978487,168,4391.9,88.8,100.1,126,130,118,128,0.86,7,2166,37,0.73,0.5,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 22:27:30.978487,147,1539.3,89.4,99.1,123,120,123,121,0.869,3,1388,35,0.73,0.53,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 22:31:30.978487,160,3527.4,101.1,99.6,117,113,123,116,0.941,2,1688,38,0.62,0.76,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 22:35:30.978487,178,4013.2,66.2,99.2,123,116,125,127,0.867,3,1363,36,0.89,0.17,0.0,FLYING,weather
DASHER-001,Dasher,2025-10-27 22:40:30.978487,143,4912.1,70.0,98.5,116,130,110,125,0.768,1,3022,22,0.43,0.55,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 22:41:30.978487,82,0.0,0.0,98.8,113,117,112,125,0.891,7,0,33,0.53,0.46,0.0,RESTING,endurance
DASHER-001,Dasher,2025-10-27 22:44:30.978487,81,0.0,0.0,98.7,121,119,121,126,0.929,1,0,32,0.46,0.56,0.0,RESTING,speed
RUDOLPH-001,Rudolph,2025-10-27 22:49:30.978487,153,1494.6,88.9,100.4,114,114,120,120,0.774,9,4312,17,0.35,0.48,85.6,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 22:52:30.978487,156,1267.1,104.3,101.3,123,115,113,115,0.913,9,2662,2,0.39,0.43,99.6,FLYING,speed
COMET-001,Comet,2025-10-27 22:57:30.978487,175,1390.7,72.5,99.0,117,113,120,122,0.8,5,1215,38,0.47,0.72,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 23:02:30.978487,179,3947.5,106.5,98.2,128,123,119,121,0.953,7,3372,34,0.63,0.5,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 23:07:30.978487,152,2843.6,98.2,99.3,112,123,122,126,0.765,3,4593,13,0.45,0.5,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 23:11:30.978487,82,0.0,0.0,98.5,125,117,119,110,0.912,8,0,11,0.51,0.52,0.0,RESTING,speed
DANCER-001,Dancer,2025-10-27 23:14:30.978487,154,3100.8,107.5,101.2,111,123,117,115,0.919,2,2777,20,0.52,0.01,0.0,FLYING,weather
COMET-001,Comet,2025-10-27 23:15:30.978487,65,0.0,0.0,99.2,127,118,114,110,0.786,5,0,17,0.47,0.67,0.0,RESTING,navigation
COMET-001,Comet,2025-10-27 23:16:30.978487,145,2404.1,113.7,98.5,126,123,112,120,0.846,5,2122,0,0.73,0.46,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 23:19:30.978487,144,3484.0,97.2,101.6,124,111,120,119,0.941,8,1549,19,0.89,0.79,0.0,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 23:20:30.978487,144,1716.3,111.6,98.1,116,120,122,120,0.892,9,1742,47,0.7,0.79,93.3,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 23:22:30.978487,167,3844.5,86.0,100.4,115,128,121,117,0.803,4,2571,5,0.7,0.07,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 23:27:30.978487,154,1065.0,97.3,101.1,119,114,118,130,0.895,4,1609,18,0.3,0.34,0.0,FLYING,speed
VIXEN-001,Vixen,2025-10-27 23:32:30.978487,66,0.0,0.0,98.8,119,126,127,129,0.803,4,0,15,0.48,0.38,0.0,RESTING,endurance
DONNER-001,Donner,2025-10-27 23:37:30.978487,172,3449.2,103.9,99.7,121,119,115,119,0.807,7,3302,11,0.57,0.5,0.0,FLYING,speed
CUPID-001,Cupid,2025-10-27 23:42:30.978487,141,2799.1,72.3,100.3,121,115,127,130,0.958,6,3142,39,0.99,0.49,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 23:43:30.978487,167,4226.7,96.3,99.1,116,120,129,113,0.943,4,2926,25,0.53,0.21,0.0,FLYING,endurance
RUDOLPH-001,Rudolph,2025-10-27 23:48:30.978487,78,0.0,0.0,101.2,120,118,114,127,0.867,9,0,29,0.45,0.22,80.8,RESTING,navigation
DONNER-001,Donner,2025-10-27 23:53:30.978487,168,3065.4,86.0,100.4,129,128,118,124,0.754,7,3870,6,0.62,0.68,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 23:57:30.978487,68,0.0,0.0,100.5,112,112,110,116,0.934,1,0,16,0.86,0.76,0.0,RESTING,formation
CUPID-001,Cupid,2025-10-27 23:58:30.978487,160,4317.1,85.1,98.0,120,112,127,126,0.847,6,1081,43,0.37,0.39,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-28 00:01:30.978487,82,0.0,0.0,98.8,121,129,130,123,0.882,3,0,20,0.31,0.78,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-28 00:04:30.978487,176,4126.2,84.5,101.2,117,125,120,119,0.76,1,4378,45,0.82,0.21,0.0,FLYING,speed
DONNER-001,Donner,2025-10-28 00:09:30.978487,86,0.0,0.0,100.8,128,115,120,124,0.779,7,0,2,0.89,0.26,0.0,RESTING,speed
CUPID-001,Cupid,2025-10-28 00:14:30.978487,151,4996.0,85.7,101.0,119,126,112,130,0.845,6,4096,15,0.66,0.23,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-28 00:18:30.978487,154,3684.7,71.8,98.1,112,110,112,114,0.851,9,3367,24,0.72,0.07,90.2,FLYING,weather
DASHER-001,Dasher,2025-10-28 00:20:30.978487,163,3570.8,90.2,98.6,125,124,121,126,0.836,1,2944,3,0.92,0.31,0.0,FLYING,formation
