simulation_id,segment_id,timestamp,start_city,start_latitude,start_longitude,end_city,end_latitude,end_longitude,distance_km,households_count,chimneys_available,alternative_entries,optimal_arrival_hour,delivery_window_minutes,ms_per_household,weather_condition,weather_delay_minutes,fuel_stops_required,presents_weight_tons,optimization_algorithm,optimization_score,elf_support_teams,contingency_routes,real_time_tracking,carbon_offset_tons
SIM_2025_V5_000335,SEG_MOS_TOR_0335,2025-11-23 22:09:53.268349,Moscow,55.7558,37.6173,Toronto,43.6532,-79.3832,13056.0,6700000,5223145,1476855,20,172,2.4,CLEAR,8,2,13400.0,GENETIC,0.756,7,2,True,1.31
SIM_2025_V10_000109,SEG_CAI_LON_0109,2025-11-23 22:35:04.065897,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,4084424,2615576,21,175,2.0,WIND,0,0,13400.0,GENETIC,0.944,18,2,True,0.42
SIM_2025_V9_000544,SEG_TOK_PAR_0544,2025-11-23 22:35:06.233423,Tokyo,35.6762,139.6503,Paris,48.8566,2.3522,15310.0,6700000,4038027,2661973,23,231,2.2,HEAVY_SNOW,0,3,13400.0,DIJKSTRA,0.974,6,2,True,1.53
SIM_2025_V3_000669,SEG_CAI_TOK_0669,2025-11-23 22:45:40.167224,Cairo,30.0444,31.2357,Tokyo,35.6762,139.6503,12050.0,8000000,4968873,3031127,23,223,2.7,CLOUDY,0,2,16000.0,QUANTUM,0.906,9,2,True,1.2
SIM_2025_V9_000792,SEG_TOK_NEW_0792,2025-11-23 22:58:36.131181,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,4782484,2717516,20,137,1.8,RAIN,0,4,15000.0,A_STAR,0.898,8,3,True,2.37
SIM_2025_V1_000173,SEG_MUM_LON_0173,2025-11-23 23:11:38.129701,Mumbai,19.076,72.8777,London,51.5074,-0.1278,8867.0,7400000,4869379,2530621,22,228,1.6,LIGHT_SNOW,25,1,14800.0,DIJKSTRA,0.929,5,3,True,0.89
SIM_2025_V7_000546,SEG_MOS_MUM_0546,2025-11-23 23:31:01.307031,Moscow,55.7558,37.6173,Mumbai,19.076,72.8777,5648.0,8800000,5621123,3178877,20,200,3.1,WIND,0,1,17600.0,GENETIC,0.938,5,3,True,0.56
SIM_2025_V9_000327,SEG_TOK_NEW_0327,2025-11-23 23:31:17.105819,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,5539213,1960787,21,147,2.7,FOG,25,4,15000.0,QUANTUM,0.751,19,2,True,2.37
SIM_2025_V10_000272,SEG_MUM_LON_0272,2025-11-23 23:44:15.440327,Mumbai,19.076,72.8777,London,51.5074,-0.1278,8867.0,7400000,5874099,1525901,23,164,2.0,CLEAR,29,1,14800.0,GENETIC,0.864,6,3,True,0.89
SIM_2025_V6_000944,SEG_CAI_TOK_0944,2025-11-24 00:29:22.598681,Cairo,30.0444,31.2357,Tokyo,35.6762,139.6503,12050.0,8000000,5560654,2439346,21,149,2.2,RAIN,9,2,16000.0,A_STAR,0.797,14,2,True,1.2
SIM_2025_V1_000261,SEG_TOR_SÃO_0261,2025-11-24 00:40:23.714139,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,4068888,2031112,22,169,2.6,LIGHT_SNOW,0,1,12200.0,GENETIC,0.967,19,2,True,0.83
SIM_2025_V7_000788,SEG_TOK_SYD_0788,2025-11-24 01:46:34.055767,Tokyo,35.6762,139.6503,Sydney,-33.8688,151.2093,7825.0,6300000,4956396,1343604,23,191,2.7,HEAVY_SNOW,0,1,12600.0,A_STAR,0.864,19,1,True,0.78
SIM_2025_V3_000588,SEG_MUM_NEW_0588,2025-11-24 01:51:15.794886,Mumbai,19.076,72.8777,New York,40.7128,-74.006,16480.0,7200000,5407176,1792824,22,224,1.7,WIND,6,3,14400.0,A_STAR,0.867,11,1,True,1.65
SIM_2025_V5_000783,SEG_TOR_SYD_0783,2025-11-24 02:08:47.172708,Toronto,43.6532,-79.3832,Sydney,-33.8688,151.2093,27003.0,3900000,2469544,1430456,22,227,2.8,CLOUDY,0,5,7800.0,GENETIC,0.896,17,1,True,2.7
SIM_2025_V3_000026,SEG_TOR_LON_0026,2025-11-24 02:19:22.115443,Toronto,43.6532,-79.3832,London,51.5074,-0.1278,8840.0,5300000,4024056,1275944,21,146,3.2,LIGHT_SNOW,5,1,10600.0,DIJKSTRA,0.764,20,3,True,0.88
SIM_2025_V2_000781,SEG_LON_SYD_0781,2025-11-24 02:57:20.522978,London,51.5074,-0.1278,Sydney,-33.8688,151.2093,19287.0,5000000,3697847,1302153,20,123,2.7,FOG,0,3,10000.0,A_STAR,0.986,13,3,True,1.93
SIM_2025_V3_000851,SEG_SÃO_TOK_0851,2025-11-24 03:00:13.353697,São Paulo,-23.5505,-46.6333,Tokyo,35.6762,139.6503,21697.0,8500000,6550035,1949965,23,227,3.2,HEAVY_SNOW,4,4,17000.0,GENETIC,0.926,6,1,True,2.17
SIM_2025_V1_000285,SEG_NEW_LON_0285,2025-11-24 03:16:37.316655,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,4761522,1438478,21,121,1.7,RAIN,0,1,12400.0,QUANTUM,0.908,17,1,True,0.83
SIM_2025_V1_000422,SEG_TOK_MOS_0422,2025-11-24 03:22:24.623298,Tokyo,35.6762,139.6503,Moscow,55.7558,37.6173,11543.0,9100000,6147562,2952438,22,205,3.5,FOG,28,2,18200.0,GENETIC,0.878,19,1,True,1.15
SIM_2025_V10_000906,SEG_LON_MOS_0906,2025-11-24 03:28:14.350233,London,51.5074,-0.1278,Moscow,55.7558,37.6173,4216.0,7800000,4733631,3066369,20,156,3.4,CLEAR,0,0,15600.0,GENETIC,0.85,9,1,True,0.42
SIM_2025_V10_000770,SEG_TOR_MOS_0770,2025-11-24 03:29:43.854638,Toronto,43.6532,-79.3832,Moscow,55.7558,37.6173,13056.0,6700000,4284115,2415885,21,224,2.0,CLEAR,0,2,13400.0,A_STAR,0.952,5,1,True,1.31
SIM_2025_V6_000401,SEG_SYD_CAI_0401,2025-11-24 03:36:55.893882,Sydney,-33.8688,151.2093,Cairo,30.0444,31.2357,15089.0,5300000,3855891,1444109,20,165,3.1,CLOUDY,27,3,10600.0,A_STAR,0.813,6,3,True,1.51
SIM_2025_V6_000975,SEG_TOR_CAI_0975,2025-11-24 03:40:28.733917,Toronto,43.6532,-79.3832,Cairo,30.0444,31.2357,12371.0,5600000,3847974,1752026,21,200,2.2,CLEAR,0,2,11200.0,QUANTUM,0.964,18,1,True,1.24
SIM_2025_V10_000409,SEG_TOR_MUM_0409,2025-11-24 03:44:04.507026,Toronto,43.6532,-79.3832,Mumbai,19.076,72.8777,17120.0,6300000,4399474,1900526,23,162,2.6,CLOUDY,7,3,12600.0,GENETIC,0.959,13,3,True,1.71
SIM_2025_V7_000524,SEG_SYD_CAI_0524,2025-11-24 03:46:21.973226,Sydney,-33.8688,151.2093,Cairo,30.0444,31.2357,15089.0,5300000,4217129,1082871,22,226,3.3,LIGHT_SNOW,0,3,10600.0,QUANTUM,0.958,5,1,True,1.51
SIM_2025_V10_000854,SEG_CAI_LON_0854,2025-11-24 04:14:35.866366,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,5221836,1478164,23,183,1.8,LIGHT_SNOW,16,0,13400.0,GENETIC,0.834,15,3,True,0.42
SIM_2025_V6_000594,SEG_LON_TOK_0594,2025-11-24 04:34:02.073351,London,51.5074,-0.1278,Tokyo,35.6762,139.6503,15615.0,7700000,5272717,2427283,22,166,3.3,RAIN,13,3,15400.0,QUANTUM,0.763,11,2,True,1.56
SIM_2025_V1_000277,SEG_PAR_SYD_0277,2025-11-24 04:40:01.574287,Paris,48.8566,2.3522,Sydney,-33.8688,151.2093,18903.0,4000000,2732205,1267795,22,215,2.1,HEAVY_SNOW,27,3,8000.0,DIJKSTRA,0.813,15,3,True,1.89
SIM_2025_V1_000187,SEG_SÃO_SYD_0187,2025-11-24 04:43:55.747154,São Paulo,-23.5505,-46.6333,Sydney,-33.8688,151.2093,21990.0,5800000,3698206,2101794,21,221,2.8,WIND,0,4,11600.0,QUANTUM,0.959,17,1,True,2.2
SIM_2025_V6_000063,SEG_TOK_SYD_0063,2025-11-24 04:46:11.123988,Tokyo,35.6762,139.6503,Sydney,-33.8688,151.2093,7825.0,6300000,3821461,2478539,21,183,3.2,LIGHT_SNOW,2,1,12600.0,A_STAR,0.832,6,1,True,0.78
SIM_2025_V5_000591,SEG_MOS_SÃO_0591,2025-11-24 04:47:22.208186,Moscow,55.7558,37.6173,São Paulo,-23.5505,-46.6333,12843.0,8600000,6565453,2034547,22,211,2.6,WIND,0,2,17200.0,QUANTUM,0.769,10,1,True,1.28
SIM_2025_V2_000437,SEG_SYD_SÃO_0437,2025-11-24 04:48:07.599252,Sydney,-33.8688,151.2093,São Paulo,-23.5505,-46.6333,21990.0,5800000,3644443,2155557,23,135,2.5,HEAVY_SNOW,0,4,11600.0,QUANTUM,0.871,20,1,True,2.2
SIM_2025_V4_000451,SEG_NEW_SYD_0451,2025-11-24 04:53:39.670981,New York,40.7128,-74.006,Sydney,-33.8688,151.2093,26334.0,4800000,2954785,1845215,23,137,3.4,RAIN,26,5,9600.0,QUANTUM,0.863,6,3,True,2.63
SIM_2025_V10_000536,SEG_LON_NEW_0536,2025-11-24 05:42:53.727197,London,51.5074,-0.1278,New York,40.7128,-74.006,8288.0,6200000,4339162,1860838,21,131,2.4,HEAVY_SNOW,0,1,12400.0,GENETIC,0.985,18,2,True,0.83
SIM_2025_V2_000370,SEG_SÃO_CAI_0370,2025-11-24 05:42:54.951489,São Paulo,-23.5505,-46.6333,Cairo,30.0444,31.2357,10493.0,7500000,5162970,2337030,21,216,2.7,HEAVY_SNOW,22,2,15000.0,QUANTUM,0.809,19,2,True,1.05
SIM_2025_V2_000356,SEG_MUM_TOK_0356,2025-11-24 06:04:04.886826,Mumbai,19.076,72.8777,Tokyo,35.6762,139.6503,7637.0,8700000,6860901,1839099,21,221,3.0,WIND,0,1,17400.0,GENETIC,0.969,16,3,True,0.76
SIM_2025_V8_000402,SEG_TOR_SÃO_0402,2025-11-24 06:10:01.266157,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,3695567,2404433,20,235,3.0,CLOUDY,0,1,12200.0,QUANTUM,0.842,19,1,True,0.83
SIM_2025_V1_000319,SEG_TOR_MUM_0319,2025-11-24 06:15:02.758244,Toronto,43.6532,-79.3832,Mumbai,19.076,72.8777,17120.0,6300000,4364616,1935384,20,174,2.6,LIGHT_SNOW,0,3,12600.0,A_STAR,0.79,13,3,True,1.71
SIM_2025_V3_000780,SEG_CAI_LON_0780,2025-11-24 06:16:09.058676,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,5087944,1612056,22,227,2.7,RAIN,0,0,13400.0,A_STAR,0.833,12,1,True,0.42
SIM_2025_V4_000993,SEG_LON_MOS_0993,2025-11-24 06:23:20.022709,London,51.5074,-0.1278,Moscow,55.7558,37.6173,4216.0,7800000,5884466,1915534,23,230,1.5,CLEAR,0,0,15600.0,DIJKSTRA,0.97,10,3,True,0.42
SIM_2025_V8_000028,SEG_LON_PAR_0028,2025-11-24 06:31:25.234353,London,51.5074,-0.1278,Paris,48.8566,2.3522,403.0,5400000,3456954,1943046,21,214,2.5,HEAVY_SNOW,11,0,10800.0,DIJKSTRA,0.769,9,3,True,0.04
SIM_2025_V5_000720,SEG_NEW_SYD_0720,2025-11-24 07:01:54.120804,New York,40.7128,-74.006,Sydney,-33.8688,151.2093,26334.0,4800000,3452956,1347044,21,137,3.3,HEAVY_SNOW,0,5,9600.0,A_STAR,0.789,7,2,True,2.63
SIM_2025_V2_000789,SEG_PAR_TOR_0789,2025-11-24 07:12:23.687409,Paris,48.8566,2.3522,Toronto,43.6532,-79.3832,9091.0,4300000,3092006,1207994,21,167,2.2,FOG,0,1,8600.0,QUANTUM,0.833,20,3,True,0.91
SIM_2025_V3_000442,SEG_SYD_TOR_0442,2025-11-24 07:14:25.960825,Sydney,-33.8688,151.2093,Toronto,43.6532,-79.3832,27003.0,3900000,2817647,1082353,23,161,1.9,HEAVY_SNOW,24,5,7800.0,DIJKSTRA,0.822,5,3,True,2.7
SIM_2025_V10_000621,SEG_MUM_TOK_0621,2025-11-24 07:23:18.610886,Mumbai,19.076,72.8777,Tokyo,35.6762,139.6503,7637.0,8700000,5321263,3378737,20,182,3.1,FOG,0,1,17400.0,A_STAR,0.856,8,2,True,0.76
SIM_2025_V3_000014,SEG_TOK_MUM_0014,2025-11-24 07:36:45.769909,Tokyo,35.6762,139.6503,Mumbai,19.076,72.8777,7637.0,8700000,6835461,1864539,22,225,2.9,FOG,0,1,17400.0,A_STAR,0.827,6,2,True,0.76
SIM_2025_V8_000201,SEG_TOK_TOR_0201,2025-11-24 07:49:22.901814,Tokyo,35.6762,139.6503,Toronto,43.6532,-79.3832,24329.0,6600000,4119525,2480475,23,138,1.7,HEAVY_SNOW,0,4,13200.0,A_STAR,0.806,13,2,True,2.43
SIM_2025_V4_000656,SEG_TOK_SÃO_0656,2025-11-24 08:05:40.913372,Tokyo,35.6762,139.6503,São Paulo,-23.5505,-46.6333,21697.0,8500000,6631072,1868928,20,134,2.9,CLOUDY,0,4,17000.0,QUANTUM,0.818,5,2,True,2.17
SIM_2025_V1_000914,SEG_NEW_TOK_0914,2025-11-24 08:20:22.298504,New York,40.7128,-74.006,Tokyo,35.6762,139.6503,23722.0,7500000,5989983,1510017,22,127,1.8,WIND,0,4,15000.0,QUANTUM,0.964,8,1,True,2.37
SIM_2025_V2_000867,SEG_LON_SYD_0867,2025-11-24 08:36:28.266530,London,51.5074,-0.1278,Sydney,-33.8688,151.2093,19287.0,5000000,3775877,1224123,22,153,1.8,CLOUDY,0,3,10000.0,DIJKSTRA,0.825,13,1,True,1.93
SIM_2025_V8_000136,SEG_MUM_CAI_0136,2025-11-24 08:51:08.471271,Mumbai,19.076,72.8777,Cairo,30.0444,31.2357,4780.0,7700000,5866332,1833668,22,198,2.4,CLEAR,0,0,15400.0,DIJKSTRA,0.777,9,3,True,0.48
SIM_2025_V2_000501,SEG_PAR_SYD_0501,2025-11-24 09:01:49.288568,Paris,48.8566,2.3522,Sydney,-33.8688,151.2093,18903.0,4000000,2714050,1285950,20,208,3.0,FOG,18,3,8000.0,GENETIC,0.804,9,1,True,1.89
SIM_2025_V7_000421,SEG_TOK_MOS_0421,2025-11-24 09:04:47.170305,Tokyo,35.6762,139.6503,Moscow,55.7558,37.6173,11543.0,9100000,5941943,3158057,23,137,2.0,HEAVY_SNOW,26,2,18200.0,DIJKSTRA,0.775,9,1,True,1.15
SIM_2025_V7_000339,SEG_PAR_TOK_0339,2025-11-24 09:18:33.719422,Paris,48.8566,2.3522,Tokyo,35.6762,139.6503,15310.0,6700000,4910309,1789691,23,156,1.8,FOG,23,3,13400.0,DIJKSTRA,0.92,20,1,True,1.53
SIM_2025_V9_000589,SEG_SÃO_PAR_0589,2025-11-24 09:49:44.412316,São Paulo,-23.5505,-46.6333,Paris,48.8566,2.3522,9704.0,6200000,4760867,1439133,20,196,2.8,LIGHT_SNOW,0,1,12400.0,DIJKSTRA,0.934,9,1,True,0.97
SIM_2025_V7_000778,SEG_CAI_TOR_0778,2025-11-24 10:48:03.129064,Cairo,30.0444,31.2357,Toronto,43.6532,-79.3832,12371.0,5600000,4383858,1216142,23,161,2.2,WIND,0,2,11200.0,DIJKSTRA,0.896,15,2,True,1.24
SIM_2025_V6_000058,SEG_TOR_LON_0058,2025-11-24 10:57:16.618197,Toronto,43.6532,-79.3832,London,51.5074,-0.1278,8840.0,5300000,3656905,1643095,20,147,3.2,WIND,12,1,10600.0,GENETIC,0.768,11,3,True,0.88
SIM_2025_V9_000709,SEG_TOK_NEW_0709,2025-11-24 11:06:58.594154,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,5427473,2072527,22,194,2.8,FOG,10,4,15000.0,DIJKSTRA,0.946,12,1,True,2.37
SIM_2025_V5_000971,SEG_LON_PAR_0971,2025-11-24 11:07:47.389677,London,51.5074,-0.1278,Paris,48.8566,2.3522,403.0,5400000,3408992,1991008,21,226,1.5,LIGHT_SNOW,0,0,10800.0,GENETIC,0.862,5,2,True,0.04
SIM_2025_V5_000104,SEG_SÃO_SYD_0104,2025-11-24 11:11:27.204798,São Paulo,-23.5505,-46.6333,Sydney,-33.8688,151.2093,21990.0,5800000,3960481,1839519,20,233,1.8,RAIN,0,4,11600.0,DIJKSTRA,0.785,10,3,True,2.2
SIM_2025_V1_000959,SEG_SYD_TOR_0959,2025-11-24 11:20:24.263670,Sydney,-33.8688,151.2093,Toronto,43.6532,-79.3832,27003.0,3900000,2655758,1244242,23,121,2.7,LIGHT_SNOW,0,5,7800.0,GENETIC,0.986,20,1,True,2.7
SIM_2025_V8_000030,SEG_MOS_MUM_0030,2025-11-24 11:33:09.009772,Moscow,55.7558,37.6173,Mumbai,19.076,72.8777,5648.0,8800000,5366872,3433128,22,197,2.8,CLEAR,19,1,17600.0,A_STAR,0.879,11,2,True,0.56
SIM_2025_V4_000351,SEG_TOK_MUM_0351,2025-11-24 11:37:24.083140,Tokyo,35.6762,139.6503,Mumbai,19.076,72.8777,7637.0,8700000,6215617,2484383,22,240,2.7,WIND,0,1,17400.0,DIJKSTRA,0.933,11,2,True,0.76
SIM_2025_V5_000519,SEG_MUM_PAR_0519,2025-11-24 11:46:08.889639,Mumbai,19.076,72.8777,Paris,48.8566,2.3522,8498.0,6400000,4249824,2150176,20,143,3.0,CLOUDY,0,1,12800.0,DIJKSTRA,0.943,14,3,True,0.85
SIM_2025_V1_000661,SEG_CAI_LON_0661,2025-11-24 12:03:28.203315,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,4512292,2187708,23,228,2.7,CLOUDY,0,0,13400.0,QUANTUM,0.943,13,3,True,0.42
SIM_2025_V7_000189,SEG_SÃO_MUM_0189,2025-11-24 12:10:40.874509,São Paulo,-23.5505,-46.6333,Mumbai,19.076,72.8777,14084.0,8200000,5876656,2323344,22,229,2.5,FOG,2,2,16400.0,QUANTUM,0.836,12,2,True,1.41
SIM_2025_V6_000465,SEG_SÃO_MUM_0465,2025-11-24 12:14:15.325939,São Paulo,-23.5505,-46.6333,Mumbai,19.076,72.8777,14084.0,8200000,5774473,2425527,21,142,3.3,FOG,11,2,16400.0,DIJKSTRA,0.893,14,2,True,1.41
SIM_2025_V2_000262,SEG_MUM_SÃO_0262,2025-11-24 12:16:01.602787,Mumbai,19.076,72.8777,São Paulo,-23.5505,-46.6333,14084.0,8200000,5622610,2577390,21,151,2.1,CLEAR,24,2,16400.0,GENETIC,0.782,5,2,True,1.41
SIM_2025_V7_000938,SEG_SYD_TOR_0938,2025-11-24 12:18:27.599463,Sydney,-33.8688,151.2093,Toronto,43.6532,-79.3832,27003.0,3900000,2705776,1194224,23,209,1.7,WIND,8,5,7800.0,GENETIC,0.925,7,2,True,2.7
SIM_2025_V6_000689,SEG_SÃO_PAR_0689,2025-11-24 12:26:37.445790,São Paulo,-23.5505,-46.6333,Paris,48.8566,2.3522,9704.0,6200000,4478502,1721498,20,216,1.7,LIGHT_SNOW,26,1,12400.0,GENETIC,0.765,5,1,True,0.97
SIM_2025_V7_000384,SEG_PAR_MOS_0384,2025-11-24 12:53:41.232430,Paris,48.8566,2.3522,Moscow,55.7558,37.6173,3989.0,6800000,5344431,1455569,21,170,2.2,WIND,0,0,13600.0,QUANTUM,0.756,19,1,True,0.4
SIM_2025_V2_000159,SEG_SYD_CAI_0159,2025-11-24 12:58:27.103340,Sydney,-33.8688,151.2093,Cairo,30.0444,31.2357,15089.0,5300000,3960942,1339058,21,155,3.4,RAIN,21,3,10600.0,DIJKSTRA,0.787,15,3,True,1.51
SIM_2025_V1_000759,SEG_SÃO_LON_0759,2025-11-24 12:59:47.483433,São Paulo,-23.5505,-46.6333,London,51.5074,-0.1278,9801.0,7200000,5042737,2157263,21,168,3.3,WIND,27,1,14400.0,GENETIC,0.793,9,3,True,0.98
SIM_2025_V3_000208,SEG_SYD_TOK_0208,2025-11-24 13:22:47.748949,Sydney,-33.8688,151.2093,Tokyo,35.6762,139.6503,7825.0,6300000,4742683,1557317,20,170,2.2,WIND,0,1,12600.0,DIJKSTRA,0.984,19,1,True,0.78
SIM_2025_V10_000043,SEG_TOK_MUM_0043,2025-11-24 13:22:52.815608,Tokyo,35.6762,139.6503,Mumbai,19.076,72.8777,7637.0,8700000,5516046,3183954,23,166,3.1,FOG,0,1,17400.0,DIJKSTRA,0.978,14,1,True,0.76
SIM_2025_V9_000074,SEG_SYD_SÃO_0074,2025-11-24 13:29:36.965084,Sydney,-33.8688,151.2093,São Paulo,-23.5505,-46.6333,21990.0,5800000,4273592,1526408,20,182,2.0,WIND,29,4,11600.0,QUANTUM,0.779,17,1,True,2.2
SIM_2025_V2_000806,SEG_SÃO_LON_0806,2025-11-24 13:31:16.365171,São Paulo,-23.5505,-46.6333,London,51.5074,-0.1278,9801.0,7200000,5245488,1954512,23,192,2.7,WIND,0,1,14400.0,DIJKSTRA,0.939,11,1,True,0.98
SIM_2025_V6_000415,SEG_SYD_TOK_0415,2025-11-24 13:42:12.899879,Sydney,-33.8688,151.2093,Tokyo,35.6762,139.6503,7825.0,6300000,4496014,1803986,21,171,2.2,WIND,0,1,12600.0,A_STAR,0.767,15,2,True,0.78
SIM_2025_V2_000196,SEG_SÃO_TOK_0196,2025-11-24 13:47:09.617306,São Paulo,-23.5505,-46.6333,Tokyo,35.6762,139.6503,21697.0,8500000,5928699,2571301,22,125,1.5,RAIN,0,4,17000.0,QUANTUM,0.833,10,3,True,2.17
SIM_2025_V8_000035,SEG_NEW_SYD_0035,2025-11-24 13:50:19.729689,New York,40.7128,-74.006,Sydney,-33.8688,151.2093,26334.0,4800000,3592776,1207224,22,211,2.9,FOG,0,5,9600.0,A_STAR,0.76,6,3,True,2.63
SIM_2025_V4_000085,SEG_TOK_MOS_0085,2025-11-24 13:51:02.287091,Tokyo,35.6762,139.6503,Moscow,55.7558,37.6173,11543.0,9100000,6241562,2858438,21,180,3.2,WIND,0,2,18200.0,GENETIC,0.953,11,2,True,1.15
SIM_2025_V5_000430,SEG_SÃO_LON_0430,2025-11-24 13:56:56.953464,São Paulo,-23.5505,-46.6333,London,51.5074,-0.1278,9801.0,7200000,4691818,2508182,22,235,1.7,CLOUDY,0,1,14400.0,QUANTUM,0.934,14,1,True,0.98
SIM_2025_V1_000070,SEG_TOR_TOK_0070,2025-11-24 13:58:19.373992,Toronto,43.6532,-79.3832,Tokyo,35.6762,139.6503,24329.0,6600000,4260030,2339970,20,189,1.7,RAIN,7,4,13200.0,DIJKSTRA,0.767,14,1,True,2.43
SIM_2025_V9_000954,SEG_TOK_MUM_0954,2025-11-24 14:13:29.283948,Tokyo,35.6762,139.6503,Mumbai,19.076,72.8777,7637.0,8700000,6832808,1867192,20,197,1.8,LIGHT_SNOW,8,1,17400.0,QUANTUM,0.851,11,3,True,0.76
SIM_2025_V6_000477,SEG_NEW_MUM_0477,2025-11-24 14:15:34.995145,New York,40.7128,-74.006,Mumbai,19.076,72.8777,16480.0,7200000,4942313,2257687,23,213,1.7,WIND,0,3,14400.0,QUANTUM,0.903,11,2,True,1.65
SIM_2025_V7_000299,SEG_PAR_MUM_0299,2025-11-24 14:16:46.423069,Paris,48.8566,2.3522,Mumbai,19.076,72.8777,8498.0,6400000,5048332,1351668,21,223,2.8,HEAVY_SNOW,0,1,12800.0,GENETIC,0.887,15,3,True,0.85
SIM_2025_V8_000672,SEG_MUM_LON_0672,2025-11-24 14:19:09.424366,Mumbai,19.076,72.8777,London,51.5074,-0.1278,8867.0,7400000,4706917,2693083,20,208,1.5,FOG,0,1,14800.0,QUANTUM,0.952,18,2,True,0.89
SIM_2025_V3_000426,SEG_SÃO_TOR_0426,2025-11-24 14:32:09.824136,São Paulo,-23.5505,-46.6333,Toronto,43.6532,-79.3832,8298.0,6100000,4429372,1670628,23,149,2.0,FOG,0,1,12200.0,DIJKSTRA,0.907,13,1,True,0.83
SIM_2025_V8_000989,SEG_TOR_CAI_0989,2025-11-24 14:33:17.887409,Toronto,43.6532,-79.3832,Cairo,30.0444,31.2357,12371.0,5600000,3890807,1709193,22,144,3.3,CLOUDY,0,2,11200.0,A_STAR,0.91,20,2,True,1.24
SIM_2025_V2_000248,SEG_NEW_SÃO_0248,2025-11-24 14:43:42.103171,New York,40.7128,-74.006,São Paulo,-23.5505,-46.6333,7753.0,7000000,4250147,2749853,22,195,2.4,LIGHT_SNOW,0,1,14000.0,A_STAR,0.794,15,2,True,0.78
SIM_2025_V10_000582,SEG_TOR_SÃO_0582,2025-11-24 14:48:17.818332,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,4781162,1318838,23,240,1.6,LIGHT_SNOW,0,1,12200.0,GENETIC,0.911,19,2,True,0.83
SIM_2025_V10_000355,SEG_TOK_NEW_0355,2025-11-24 14:49:32.863334,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,5587912,1912088,22,142,3.4,CLOUDY,0,4,15000.0,DIJKSTRA,0.91,15,3,True,2.37
SIM_2025_V3_000523,SEG_TOR_LON_0523,2025-11-24 14:50:18.356182,Toronto,43.6532,-79.3832,London,51.5074,-0.1278,8840.0,5300000,3548604,1751396,20,135,3.2,FOG,0,1,10600.0,GENETIC,0.841,12,1,True,0.88
SIM_2025_V1_000011,SEG_TOR_NEW_0011,2025-11-24 14:52:47.164536,Toronto,43.6532,-79.3832,New York,40.7128,-74.006,680.0,5100000,3722744,1377256,20,126,3.0,LIGHT_SNOW,0,0,10200.0,GENETIC,0.804,7,3,True,0.07
SIM_2025_V1_000199,SEG_SYD_MUM_0199,2025-11-24 14:56:03.712515,Sydney,-33.8688,151.2093,Mumbai,19.076,72.8777,10495.0,6000000,3926566,2073434,20,184,2.8,CLEAR,0,2,12000.0,GENETIC,0.977,5,3,True,1.05
SIM_2025_V2_000692,SEG_MOS_SYD_0692,2025-11-24 15:05:06.874946,Moscow,55.7558,37.6173,Sydney,-33.8688,151.2093,16061.0,6400000,4779207,1620793,23,155,3.3,WIND,0,3,12800.0,QUANTUM,0.81,9,2,True,1.61
SIM_2025_V6_000527,SEG_TOR_SÃO_0527,2025-11-24 15:19:33.116885,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,4650619,1449381,23,231,2.4,RAIN,0,1,12200.0,QUANTUM,0.779,18,2,True,0.83
SIM_2025_V2_000471,SEG_PAR_CAI_0471,2025-11-24 15:33:33.561466,Paris,48.8566,2.3522,Cairo,30.0444,31.2357,3826.0,5700000,4212859,1487141,22,150,3.0,CLEAR,12,0,11400.0,DIJKSTRA,0.948,6,1,True,0.38
SIM_2025_V3_000706,SEG_NEW_LON_0706,2025-11-24 15:37:40.059671,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,3749297,2450703,21,124,1.7,HEAVY_SNOW,0,1,12400.0,A_STAR,0.954,18,1,True,0.83
SIM_2025_V4_000737,SEG_TOK_PAR_0737,2025-11-24 15:44:33.077225,Tokyo,35.6762,139.6503,Paris,48.8566,2.3522,15310.0,6700000,4071600,2628400,21,126,3.3,HEAVY_SNOW,0,3,13400.0,DIJKSTRA,0.923,7,1,True,1.53
SIM_2025_V1_000047,SEG_SYD_MOS_0047,2025-11-24 15:56:27.864440,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4797628,1602372,22,136,3.1,WIND,0,3,12800.0,A_STAR,0.952,19,3,True,1.61
